##########################################################################
# Name List for Pirate Waves
#
# Written by ScepraX
##########################################################################

PRW1 = {
	selectable = { always = no }
	randomized = no

	trigger = {
		is_country_type = pirate_waves_country
	}

	ship_names = {
		generic = {
			"Valliance Vanguard" "Climax Vanguard" "Lightning Defense Force" "Nova Force" "Lightning Space Service" "Judge Defense Force" "Phoenix Space Service" "Climax Defense Force" "Bulwark Space Force" "Champion Space Corps" 
			"Cerberus Military" "Hell Force" "Judge Flotilla" "Forsaken Squadron" "Devil Star Division" "Ghost Force" "Expansion Force" "Viper Space Force" "Horde Defense Force" "Ebon Space Service" 
			"Exile Division" "Obliteration Defense Force" "Crucifix Corps" "Colonial Space Navy" "Banshee Military" "Patriarch Navy" "Stealth Squadron" "Venom Armada" "Paladin Star Forces" "Champion Flotilla" 
			"Colonial Space Navy" "Howler Space Navy" "Moira Navy" "Huntress Corps" "Astral Space Force" "Sanguine Star Division" "Fusillade Space Navy" "Grand Squadron" "Innovation Force" "Sanguine Military" 
			"Valor Attack Force" "Sentry Fleet" "Lightyear Star Forces" "Elimination Space Corps" "Plague Defense Force" "Daemon Star Division" "Diabolical Corps" "Honor Flotilla" "Demolition Force" "Champion Fleet" 
			"August Vanguard" "Torment Vanguard" "Destiny Vanguard" "Dread Flotilla" "Curator Defense Force" "Sundry Fleet" "Expedition Corps" "Zion Space Navy" "Republic Squadron" "Bombardment Squadron" 
			"Star Alliance Vanguard" "Demolition Fleet" "Martyr Star Forces" "Cerberus Defense Force" "Sundry Division" "Judgment Star Division" "Phantom Force" "Rogue Space Corps" "Doom Space Corps" "Justice Space Force" 
			"Bane Space Force" "Revelation Military" "Anarchist Attack Force" "Storm Star Forces" "Infernal Flotilla" "Valor Navy" "Void Military" "Terror Space Force" "Supreme Armada" "Dread Armada" 
			"Honor Corps" "Valor Navy" "Renegade Armada" "Revenant Military" "Crucifix Vanguard" "Enigma Fleet" "Angel Space Corps" "Guardian Attack Force" "Mayhem Space Corps" "Destiny Space Force" 
			"Lightning Military" "Abyss Vanguard" "Ravage Armada" "Immolation Star Forces" "Demon Defense Force" "Sanguine Navy" "Obisidian Navy" "Limbo Vanguard" "Eternal Attack Force" "Doom Space Force" 
			"Huntress Flotilla" "Cobra Armada" "Nova Star Division" "Horror Corps" "Crimson Star Forces" "Union Corps" "Hallowed Star Division" "Hunter Military" "Viper Star Division" "Blaze Star Division" 
			"Confederacy Fleet" "Expansion Force" "Obliteration Force" "Viper Space Navy" "Ravage Navy" "Exalted Vanguard" "Innovation Star Forces" "Celestial Space Navy" "Rogue Navy" "Sinner Space Corps" 
			"Rebel Military" "Prime Force" "Cardinal Squadron" "Venom Division" "Stalker Space Corps" "Divine Squadron" "Renegade Squadron" "Coalition Space Force" "Purgatory Squadron" "Assassination Vanguard" 
			"Hollow Force" "Serpent Star Division" "Bombardment Star Forces" "Phoenix Star Forces" "Nether Space Navy" "Assassination Space Navy" "Sentinel Armada" "Hunter Navy" "Purity Star Forces" "Ethereal Force" 
			"Union Space Force" "Eternal Star Division" "Daemon Force" "Honor Division" "Glory Flotilla" "Crucifixion Flotilla" "Buster Space Navy" "Spirit Squadron" "Void Space Force" "Infinity Force" 
			"Curator Flotilla" "Valor Space Navy" "Primal Military" "Valliance Flotilla" "Concord Squadron" "Celestial Flotilla" "Star Defense Force" "Arachnid Attack Force" "Terror Military" "Limbo Corps" 
			"Deluge Space Force" "Babylon Space Force" "Dimension Vanguard" "Oracle Space Force" "August Vanguard" "Obliteration Star Forces" "Ghost Space Force" "Scourge Division" "Demon Fleet" "Expedition Military" 
			"Wreckage Space Corps" "Judgment Fleet" "Stalker Defense Force" "Extermination Armada" "Sentinel Corps" "Aurora Fleet" "Guerrilla Fleet" "Expansion Corps" "Unity Squadron" "Infinity Division" 
			"Ballistics Vanguard" "Pinnacle Space Force" "Paladin Division" "Angel Navy" "Devil Defense Force" "Infernal Squadron" "Bulldozer Squadron" "Lightning Squadron" "Anarchist Force" "Aurora Space Corps" 
			"Bane Fleet" "Imperial Star Forces" "Specter Force" "Expedition Division" "Serpent Vanguard" "Supernova Space Navy" "Aurora Space Navy" "Demolition Space Force" "Arachnid Defense Force" "Glory Star Division" 
			"Extermination Navy" "Havoc Fleet" "Legend Star Division" "Defiance Corps" "Purity Navy" "August Corps" "Hurricane Star Forces" "Star Shield Force" "Custodian Military" "Valor Corps" 
			"Imperial Space Service" "Champion Vanguard" "Dimension Vanguard" "Destiny Armada" "Separatist Space Force" "Prophecy Vanguard" "Ethereal Space Navy" "Ballistics Star Forces" "Dawn Space Force" "Justice Space Service" 
			"Doom Flotilla" "Royal Navy" "Hunter Force" "Onyx Division" "Mythic Vanguard" "Assassination Armada" "Revelation Division" "Glory Space Navy" "Shade Defense Force" "Fusillade Star Division" 
			"Cobra Vanguard" "Treasure Military" "Aurora Space Navy" "Annihilation Attack Force" "Revenant Fleet" "Void Corps" "Citadel Space Service" "Havoc Attack Force" "Crimson Star Division" "Phantom Space Service" 
			"Horde Flotilla" "Myriad Division" "Rogue Armada" "Raven Space Force" "Crucifix Military" "Judgment Navy" "Shadow Military" "Terror Corps" "Execution Space Service" "Coalition Space Corps" 
			"August Fleet" "Sacred Flotilla" "Babylon Force" "Martyr Star Forces" "Eidolon Star Division" "Expansion Force" "Hurricane Vanguard" "Star League Vanguard" "Glory Space Navy" "Wreckage Armada" 
			"August Space Service" "Imperial Flotilla" "Neo Vanguard" "Imperial Space Navy" "Horde Space Corps" "Death Armada" "Spirit Armada" "Syndicate Space Force" "Scourge Vanguard" "Terror Corps" 
			"Prodigy Attack Force" "Curator Force" "Huntress Navy" "Hunter Attack Force" "Neo Force" "Shade Corps" "Extermination Star Forces" "Blaze Attack Force" "Royal Fleet" "Ballistics Corps" 
			"Celestial Corps" "Fusillade Star Division" "Bombardment Space Navy" "Hunter Star Forces" "Martyr Navy" "Rebel Flotilla" "Confederacy Military" "Cobra Space Service" "Divine Force" "Rogue Division" 
			"Eidolon Military" "Guardian Armada" "Phantom Space Force" "Syndicate Space Force" "Ravage Star Division" "Justice Division" "Oracle Star Division" "Ravage Star Forces" "Raven Squadron" "Imperial Star Division" 
			"Star League Squadron" "Concord Force" "Syndicate Armada" "Eidolon Armada" "Star Alliance Corps" "Fire Space Service" "Judgment Navy" "Prime Corps" "Cardinal Vanguard" "Lightning Force" 
			"Legion Star Forces" "Infernal Space Force" "Prophecy Military" "Sanguine Armada" "Exile Space Service" "Ballistics Flotilla" "Vanquisher Defense Force" "Star Shield Attack Force" "Obisidian Squadron" "Star Treaty Space Navy" 
			"Execution Force" "Patriarch Squadron" "Eos Squadron" "Arachnid Star Forces" "Velvet Vanguard" "Sundry Navy" "Fury Defense Force" "Sentry Defense Force" "Raven Space Navy"
		}
	}

	planet_names = { }

	character_names = {
		default = {
			full_names = {
				Crossbones Smiler "Wild One" "Devil-that-flies" Flatnose "The Veteran" "Admiral Yellow" "Captain Death" "Colonel Pain"
				"Bleedin' Qurob" "The Commodore" Gravedigger "Cursed One" "Bane of Civilization" Outrider "Green Demon" Facilitator
				Scar "Fat Tirak" "The Teacher" "Red Belly" "Kid Rokka" "The Sheriff" "Gold Tooth" Destroyer-of-All "Citizen Jumbka"
				Deadeye "Silver Eye" "The Savant" "Death's Breath" "Rikam the Drunkard" "The Wizard" "Slippery Luqav" "Chief Nozka"
				"First Mate Tuwab" "Scourge of Spacelanes" "The Hunter" "Warlord Gebban" "Big Thing" "Wild Eyes" "Sly Birpe"
				"The Savage" "Doctor S" "Betak's Bastard"
				
				"Leone 'Lost Soul' Sweat" "Royce 'Master' Salem" "Elisa 'Brown Teeth' Xix" "Stanton 'Braveheart' Labyrinth" "Elna 'Gnarling' Hunter" "Beebe 'Freebooter' Withers" "Eleanor 'Squealer' Smithies" "Isham 'Confidence' Ross" "Aida 'Salty Dog' Grissom" "Rexford 'White Beard' Vome" 
				"Margaretta 'Lazy Eye' Karn" "Bonar 'Beastly' Branson" "Gussie 'Fishlips' Hammett" "Ripley 'No Knees' Nunnally" "Ebba 'Snitch' Acheron" "Arnett 'Albatross' Chandler" "Verda 'No-Fingers' Brooks" "Rockley 'Salty Dog' Ark" "Queena 'Barnacle' Heinrik" "Dart 'Swashbuckler' Thorne" 
				"Connie 'Ruthless' Richmond" "Cable 'Snitch' Presley" "Genie 'Fearless' Barlow" "Collier 'Rambling' Argent" "Myrtle 'Flamboyant' Raven" "Abbott 'Tricky' Forten" "Mintie 'Four-Teeth' Norman" "Wakefield 'Savage' Whitewall" "Malissa 'Smiling' Cotton" "Baxter 'The Stubborn' Grissom" 
				"Helga 'Drop-Dead' Vaughn" "Rugby 'Slick 'n Sly' Theodoric" "Savannah 'Crusty' Black" "Diamond 'Dawg' Sheldon" "Verdie 'Haunted' Mace" "Hardwin 'Merry' Smoky" "Yetta 'Crooked' Eastoft" "Osbert 'The Unseen' Stevens" "Bernadette 'Grisly' Rexx" "Charles 'Evil Grin' Marlowe" 
				"Ashley 'Shadow' Alden" "Silverton 'Cross' Grissom" "Eleanore 'Mumbling' Godwin" "Wycliff 'Haunted' Atherton" "Albertha 'Femme Fatale' Gail" "Burbank 'Tormenting' Ark" "Izora 'Shark Bait' Prysm" "Renwick 'Blunder' Outerbridge" "Rebecca 'Silver-Eye' Charles" "Hadden 'Devil's Smile' Stone" 
				"Mead 'No Smile' Mildenhall" "Marsh 'Landlubber' Sweet" "Elsa 'Tricky' Roscoe" "Pierson 'Shadow' Goodwin" "Dewey 'Pirate' Notley" "Wilson 'Mutiny' Rodney" "Ashley 'Hunter' Glacier" "Nickleby 'Imposter' Hammond" "Nelle 'Succubus' Eldritch" "Knightley 'First Mate' Chesterhill" 
				"Vira 'Weird'o' Griffin" "Wycliff 'Lionheart' Adam" "Kendra 'Handsome' Elton" "Wolcott 'Bashed' Jaymes" "Orpha 'Slick' Hunter" "Colley 'Coxswain' Griffin" "Melba 'Grim Reaper' Eldon" "Darwin 'The Brave' Kelsey" "Florine 'Adventure' Burlingame" "Hadley 'Jagged' Oxworth" 
				"Millicent 'Nightmare' Mace" "Colden 'Black Beard' Gabranth" "Mozelle 'Medusa' Myerscough" "Tyne 'Splinter' Clinton" "Wendy 'Voodoo' Zell" "Hitchcock 'Treason' Kent" "Viva 'The Stubborn' Harrington" "Woodrow 'The Stubborn' Cholmondeley" "Lettie 'Con Artist' Zayn" "Colt 'Golden-Eye' Mildenhall" 
				"Juanita 'Succubus' Harley" "Hockney 'Shadow' Hallewell" "Emeline 'Twisting' Vaughn" "Roxbert 'Lost Soul' Burbridge" "Docia 'Keen' Dudley" "Curtis 'Subtle' England" "Rose 'Whale-Eye' Victor" "Corey 'Slayer' Zen" "Gleda 'One Legged' Gastly" "Clayborne 'Timbers' Lux" 
				"Sibyl 'Crafty' Withers" "Bert 'Killer' Crain" "Fleta 'Grimace' Newberry" "Rexton 'Raider' Brownrigg" "Audrey 'Gunner' Yulis" "Terrel 'Cabin Boy' Deighton" "Vala 'Silver Tooth' Gale" "Stanfield 'Traitor' Sampson" "Dicie 'Yellow Teeth' Deighton" "Lanny 'Tide Turner' Clare" 
				"Raleigh 'Goddess' Shelby" "Burney 'Silver Teeth' Merton" "Chloe 'Mad Eyes' Fisc" "Smedley 'Weird'o' Tyndall" "Mellie 'Defiance' Noonan" "Upwood 'The Rat' Reeves" "Lura 'Snitch' Darth" "Harford 'Hideous' Eulisses" "Norma 'Dazzling' Mildenhall" "Everton 'Speechless' Granger" 
				"Ada 'Goddess' Vail" "Dale 'Iron Fists' Rutherford" "Linnie 'The Journey' Swailes" "Marlow 'White Hair' Karayan" "Gay 'Renegade' Duke" "Clinton 'Smiling' Petrik" "Adele 'Liar' Smythe" "Clayton 'Chipper' Smithe" "Lollie 'Handsome' Sherwood" "Glenavon 'One-Eared' Antone" 
				"Hollis 'The Straight' Murray" "Seaman 'Two-Teeth' Chrom" "Lelah 'Plankton' Beckwith" "Mather 'Pirate' Granger" "Adela 'Confidence' Adlam" "Jagger 'Swindler' Isaiah" "Virgie 'The Sour' Mollor" "Kent 'Rage' Kent" "Leigh 'Weird'o' Drake" "Jarvis 'Privateer' Acheron" 
				"Rebecca 'Raider' Karn" "Wiley 'Fierce' Garrick" "Chandler 'Grisly' Newberry" "Langston 'Barbarian' Salvotor" "Lenore 'Splinter' Bentley" "Orvin 'Twitching' Zander" "Eugenie 'Salty' Lancaster" "Garrard 'Master' Alden" "Angela 'Crabby' Berkeley" "Baxter 'The Hawk' Nightshade" 
				"Elizebeth 'Fearless' Lucifer" "Bailey 'One-Tooth' Oakley" "Berniece 'Bribing' Inigo" "Fielding 'The Fierce' Kidd" "Nora 'Relentless' Morren" "Rowell 'Keen' Asema" "Manda 'Blunderbuss' Law" "Edwin 'Gentle Heart' Kieran" "Rosa 'Shady' Crawford" "Adamson 'The Calm' Booth" 
				"Marcella 'Fierceful' Branson" "Gray 'The Wall' Incubus" "Corin 'The Cold' Copeland" "Chesney 'Bashed' Alby" "Zada 'Fearless' Thackeray" "Denman 'Squealer' Soren" "Tillie 'The Marked' Crain" "Elgin 'Ugly Mug' Edge" "Leola 'Salty Dog' Auron" "Dalton 'The Marked' Mabbott" 
				"Exie 'Fearless' Tyde" "Portland 'Swindler' Godfrey" "Enid 'Keen' Bing" "Burford 'Killer' Chalice" "Wendy 'The Idiot' Adam" "Whitbeck 'Silver-Eye' Zeus" "Kathrine 'Landlubber' Crowley" "Kenway 'Toxic' Paddley" "Manila 'Grimace' Xix" "Sydney 'The Legend' Barclay" 
				"Donna 'Barbarian' Braxton" "Haley 'Evil Grin' Barrie" "Kathrine 'Speechless' Link" "Ridge 'Mad Eye' Stevenson" "Emmie 'Savage' Abram" "Otis 'Crazy' Sharman" "Winnie 'Mad' Bane" "Nevin 'Gnarling' Mollor" "Hildred 'Three-Teeth' Bradley" "Corliss 'No-Fingers' Black" 
				"Quenby 'The Crone' Kieran" "Sothern 'Scar Face' Stratford" "Willie 'Voodoo' Rhys" "Ridge 'Whitemane' Everit" "Elmira 'Golden Tooth' Smithy" "Stiles 'Daring' Gastly" "Earla 'Toothless' Xander" "Lawson 'First Mate' Chrom" "Freda 'Silver Hair' Black" "Moreland 'Bird Eye' Peregrine" 
				"Nancy 'Four Fingers' Springfield" "Alford 'Treason' Smithies" "Odelia 'Foolish' Drachen" "Sandon 'Striker' Glacier" "Maxwelle 'The Flirt' Landon" "Beacher 'Balding' Seymour" "Lucie 'Pretender' Bristol" "Fulke 'Merciless' Lux" "Cydney 'The Dog' Drachen" "Upwood 'Gray Beard' Garthside" 
				"Louie 'Dead Eyes' Bucker" "Ethelwulf 'Smiling' Vexacion" "Jennie 'Bribing' Camus" "Sherborn 'Parley' Bucker" "Winnifred 'Executioner' Perry" "Howard 'The Dog' Barton" "Suzanne 'Dead Eyes' Colton" "Woodstock 'The Shadow' Blade" "Merle 'Shark Bait' Mitrik" "Ruston 'Savage' Holton" 
				"Charles 'Wheeping' Huckabee" "Wedgwood 'Savage' Nutlea" "Tena 'The Shadow' Middleton" "Marsh 'Balding' Hastings" "Aurelia 'Cruel' Kellam" "Averill 'Grim Reaper' Hanzel" "Lutie 'Fearless' Hayley" "Harwood 'Plank Walker' Virion" "Elma 'Lazy Eye' Alden" "Linley 'The Rat' Ward" 
				"Albertine 'The Marked' Royal" "Osmar 'No Cash' Buckley" "Helma 'Bird Eye' Pickering" "Caldwell 'The Unseen' Black" "Cordie 'The Flirt' Fulton" "Westby 'Vulture' Balo" "Jeannette 'Tide Turner' Perry" "Frewin 'Cranky' Nightshade" "Evelina 'Golden Teeth' Smoky" "Telford 'Daring' Southey" 
				"Averil 'Crabby' Tattersall" "Elwell 'The Bright' Crawford" "Juana 'The Parrot' Alabaster" "Uther 'Shifty' Blankley" "Emelia 'Beastly' Whitley" "Spike 'Beastly' Eastoft" "Wren 'Boatswain' Currington" "Elford 'Swab' Berkeley" "Edwina 'Scar Face' Ward" "Newland 'Soft Heart' Smithies" 
				"Rossie 'Boatswain' Kent" "Earl 'Weasel' Lynk" "Ila 'Two-Teeth' Emsworth" "Gladstone 'Pirate' Allerton" "America 'The Drunk' Clare" "Waverley 'Crocked' Emsworth" "Osa 'Keen' Gladstone" "Gladstone 'Brown Tooth' Reid" "Goldia 'Silver Hair' Shurman" "Kipp 'Two-Finger' Kieran" 
				"Laura 'Parley' Shore" "Faxon 'Swab' Gail" "Lennie 'Rigger' Lucifer" "Fenton 'The Hero' Nayte" "Ottilie 'Lost Soul' Charlton" "Kirkley 'Trickster' Zulu" "Mettie 'Wheeping' Prysm" "Trent 'Slick' Reeves" "Iris 'Disfigured' Enigma" "Longfellow 'Cunning' Lee" 
				"Elmira 'Merciless' Murray" "York 'Weasel' Shayde" "Joy 'Wrathful' Morris" "Brent 'Backstabber' Ainsworth" "Lucile 'The Fool' Milton" "Harrison 'Twitching' Stratford" "Elsa 'Gloomy' Burlingame" "Grover 'Dawg' Damien" "Helena 'Harpy' Eastaughffe" "Erskine 'Traitor' Tempest" 
				"Margarette 'Tormenting' Artemis" "Stuart 'Master' Cidolfus" "Lora 'Rum Lover' Enigma" "Stanwick 'The Hawk' Eulisses" "Evalyn 'Splinter' Devdan" "Hobbes 'Silver Hair' Smithy" "Aurora 'Nightmare' Morley" "Byron 'Master' Orfeo" "Hassie 'Dead Eyes' Fane" "Parr 'First Mate' Thornton" 
				"Hadley 'Gorgeous' Tyde" "Haig 'Deserter' Isaiah" "Janette 'Fishlips' Noonan" "Parry 'Devious' Garrick" "Doshie 'The Brave' Mollor" "Eamon 'Temptation' Kieran" "Bentley 'Silver Hair' Blakemore" "Sedgley 'Coxswain' Barrie" "Aldercy 'Dazzling' Irvine" "Beverly 'Renegade' Tack" 
				"Zola 'Succubus' Whulsup" "Mansel 'Cranky' Marlowe" "Everil 'Mad Eyes' Luke" "Hargrove 'Devil's Charm' Granite" "Ira 'Battle-Ex' Ethel" "Beresford 'Jolly' Zelroth" "Kaelyn 'Bribing' Rumlar" "Brewster 'Raider' Royal" "Somers 'Deserter' Everit" "Wyler 'Black Beard' Rowley" 
				"Alta 'Con Artist' Bristol" "Walton 'Feral' Appleton" "Madie 'Battle-Ex' Rylan" "Reed 'Four-Teeth' Dayton" "Hermina 'Toxic' Crain" "Spencer 'Bird Eye' Link" "Grayce 'Dead Eyes' Weiss" "Jarman 'Crooked' Thor" "Gilda 'Riot' Smithe" "Freed 'Dubloon' Allen" 
				"Lorene 'Barnacle' Shirley" "Ludlow 'Scar Face' Bartram" "Lenore 'The Straight' Townend" "Whitford 'The Bright' Lexx" "Nanie 'Raider' Newbury" "Colt 'Smooth' Hastings" "Aurelia 'No Knees' Ogden" "Whittaker 'Landlubber' Gabranth" "Storm 'Subtle' Chesterhill" "Fleming 'Coxswain' Brent" 
				"Loretto 'Treasure' Thorne" "Beldon 'The Boar' Tyndall" "Evelyn 'The Brave' Whatley" "Butler 'The Hawk' Notley" "Blanche 'Albatross' Breeden" "Gary 'Gray Beard' Lancaster" "Radella 'Fierceful' Torp" "Eric 'The Ghost' Forrest" "Maxine 'Naive' Torp" "Edric 'Dishonest' Salem" 
				"Louie 'The Dog' Peddle" "Dick 'Toothless' Pinkerton" "Bathilda 'Bashed' Pickering" "Frewin 'Shark Bait' Crain" "Nevada 'Shark Bait' Incubus" "Freeborn 'The Wild' Nunnally" "Robbie 'Deranged' Stevenson" "Coster 'Privateer' Edge" "Paralee 'Shifty' Hale" "Atwell 'The Bear' Swail" 
				"Blessing 'Dead Eyes' Mabbott" "Frost 'The Wall' Vayne" "Helena 'Vicious' Vesh" "Eric 'Gloomy' Sykes" "Olive 'Softy' Bourne" "Sherborn 'Marooner' Lynk" "Elda 'Smelly' Ethel" "Newcomb 'Corsair' Dhampir" "Priscilla 'Riot' Vaughn" "Farnley 'Savage Soul' Whulsup" 
				"Ester 'The Bull' Rowley" "Ladell 'Weird'o' Parch" "Mathilde 'Killer' Stonebridge" "Gladstone 'Foul' Omen" "Leigh 'The Idiot' Prescott" "Bickford 'Mumbling' Amaranth" "Lelah 'Vamp' Brownrigg" "Hazleton 'Daffy' Smithy" "Amalia 'Four Fingers' Jaymes" "Wadham 'Whitemane' Alden" 
				"Ethelyn 'Salty Dog' Breeden" "Crosley 'Gloomy' Yardley" "Edna 'Fishlips' Camus" "Howe 'Treason' Stamper" "Ines 'The Journey' Lynx" "Earlham 'Gentle Heart' Benson" "Arvilla 'Grim' Luxford" "Winter 'Slick 'n Sly' Satan" "Paxton 'Corsair' Nash" "Snowden 'Mutiny' Langdon" 
				"Angelina 'Dubloon' Grissom" "Elman 'Relentless' Garthside" "Esther 'Plankton' Zindo" "Gladstone 'Two Toes' Rave" "George 'The Bright' Reeve" "Newland 'Cutthroat' Holton" "Shelley 'The Bull' Breeden" "Dobbs 'Silver-Eye' Salvotor" "Lela 'Coxswain' Amarant" "Gresham 'Deceit' Upton" 
				"Deborah 'Tormented' Grendel" "Wortham 'Lost Soul' Webb" "Alene 'Four-Teeth' Bonney" "Hardwin 'Striker' Lee" "Juanita 'Naive' England" "Gilmer 'The Cook' Shayde" "Quenby 'Twitching' Shell" "Seward 'Shaded' Dhampir" "Loretta 'The Legend' Thorpe" "Eldridge 'Treason' Hayley" 
				"Ida 'Deranged' Spooner" "Stewart 'The Drunk' Tattersall" "Annabelle 'Crazy Eyes' Fisc" "Coleridge 'The Wrath' Emmit" "Zoe 'Two Toes' Antone" "Wheeler 'Deserter' Godwin" "Louvenia 'Fierceful' Xander" "Buckley 'Dubloon' Isaiah" "Sabina 'Toxic' Garrick" "Huxley 'Twitching' Coombs" 
				"Elfrieda 'Golden Teeth' Shelley" "Lomar 'The Cook' Astley" "Cameron 'The Wrath' Uberto" "Isham 'The Cruel' Pickering" "Charity 'No-Fingers' Camden" "Brayden 'Crocked' Satan" "Rowena 'The Hero' Soames" "Rexford 'Imposter' Parrish" "Harriet 'Fearless' Edge" "Belden 'Pieces of Eight' Garfield" 
				"Addie 'The Cook' Shearman" "Morven 'Master' Helton" "Carmella 'Silver Tooth' Sidney" "Mersey 'Liar' Hook" "Regina 'The Hag' Nayte" "Bancroft 'Gray Beard' Smither" "Maitane 'Vulture' Tyde" "Lathrop 'The Snake' Enigma" "Vassie 'Nightmare' Bryce" "Fenwick 'Blunder' Whatley" 
				"Misty 'The Legend' Glacier" "Swaine 'Fuming' Puck" "Johnie 'One-Tooth' Bartram" "Hendrick 'One Leg' Combs" "Geraldine 'Haunted' Hades" "Waverley 'Shadow' Perry" "Afton 'Jagged' Rylan" "Ethelbert 'The Stubborn' Zeddicus" "Misty 'Vicious' Belzebob" "Tyler 'The Calm' Tyde" 
				"Rosia 'Drop-Dead' Anderton" "Pendleton 'Cross' Chaos" "Rita 'The Ghost' Karver" "Fenwick 'The Parrot' Burbridge" "Pearl 'The Wall' Nutlee" "Farren 'Cranky' Stamper" "Sadye 'Brass' Vome" "Caldwell 'Cruelty' Alder" "Prudence 'Keen' Copeland" "Whitlock 'Shaded' Spaulding" 
				"Devon 'Vicious' Cromwell" "Styles 'Lazy Eye' Zorander" "Gail 'The Siren' Quye" "Sedgwick 'The Snake' Merton" "Golden 'The Rat' Marlowe" "Cody 'The Legend' Nightshade" "Yvonne 'Softy' Godfrey" "Jerrick 'One-Tooth' Booth" "Robert 'Rum Lover' Kaiser" "Worth 'Rigger' Thorp" 
				"Zula 'Tide Turner' Sabre" "Hunter 'Liar' Kirby" "Chesney 'Treason' Stevenson" "Sumner 'The Coward' Godfrey" "Beckett 'The Shadow' Kendall" "Alston 'Intrepid' Clive" "Wendy 'Crippled' Whiteley" "Gomer 'Killer' Webb" "Twila 'Cunning' Davenport" "Otis 'The Cold' Laguna" 
				"Ettie 'Daring' Shurman" "Wakefield 'Two-Teeth' Nibley" "Samantha 'Frenzied' Bradly" "Alvin 'Timbers' Sampson" "Olevia 'Silver Tooth' Smithy" "Gorton 'One Legged' Fulton" "Roberta 'The Fierce' Lynx" "Simpson 'Crazy Eyes' Birkenhead" "Hermine 'The Ghost' Reed" "Hampden 'Whitemane' Asema" 
				"Alda 'Raider' Blade" "Elwin 'Seafarer' Gale" "Nora 'Jagged' Sweet" "Escott 'Pirate' Smither" "Albina 'Privateer' Kaiser" "Saxe 'Renegade' Ramsay" "Vera 'Fraud' Black" "Wade 'Roaring' Eastoft" "Anita 'Treason' Belzebob" "Calvert 'Four-Teeth' Fromir" 
				"Elsie 'Two-Teeth' Rutland" "Radley 'Toothless' Lazarus" "Louise 'Corsair' Chane" "Oswin 'Four-Eyes' Cheek" "Marjorie 'Merciless' Orfeo" "Inglebert 'Ugly Mug' Romulus" "Norine 'No Knees' Middleton" "Robert 'Imposter' Chane" "Luisa 'Voodoo' Shirley" "Hagley 'Fraud' Chalice" 
				"Madeline 'Succubus' Duke" "Tamson 'One Legged' Bradshaw" "Betsy 'Blunder' Langdon" "Bridgely 'Mad Eyes' Hammond" "Emeline 'Gorgeous' Satan" "Darren 'Silver Tooth' Tristan" "Paulina 'Ruthless' Zeph" "Mansel 'Deceit' Bonney" "Annabelle 'Crocked' Camus" "Tanner 'Raider' Yulis" 
				"Lucinda 'The Slug' Royal" "Free 'The Drunk' Damien" "Salome 'The Banished' Middleton" "Orson 'Merciless' Buckley" "Coral 'Relentless' Reid" "Wolcott 'Silver Teeth' Thunder" "Exie 'Liar' Blythe" "Powell 'Reaper' Enigma" "Gytha 'Scar Face' Zain" "Anscom 'Whitemane' Kimberley" 
				"Irene 'Fishwife' Kirby" "Berthold 'Grim Reaper' Adlam" "Maybell 'Double-Crossed' Ashley" "Linn 'Tormented' Carlyle" "Goldie 'One-Eared' Rutherford" "Siddel 'The Dog' Keats" "Vernice 'Speechless' Chane" "Farnley 'The Drunk' Gale" "Ellie 'Deranged' Notley" "Beaman 'Snake' Shelby" 
				"Deborah 'Brown Teeth' Orfeo" "Dwennon 'Mad Eyes' Ethel" "Harper 'Deranged' Klark" "Edmar 'Frenzied' Langdon" "Maymie 'Mad Eye' Mildenhall" "Golding 'Slick 'n Sly' Sheldon" "Flora 'Fishlips' Kimberley" "Ellington 'The Dog' Panther" "Gwendolyn 'Frenzied' Satan" "Orvin 'Immortal' Hartford" 
				"Mary 'Gloomy' Wolf" "Wolfgang 'Naive' Prescott" "Rhoda 'Rage' Nebula" "Garland 'Black Beard' Luke" "Elvera 'Plank Walker' Snowdon" "Amory 'Con Artist' Umbri" "Ellie 'Lionheart' Ephraim" "Ripley 'Gray Beard' Wheatley" "Nettie 'Tormented' Sweat" "Stanway 'Shark Bait' Kent" 
				"Lyla 'Whistle-Blower' Yulis" "Woodrow 'Gentle Heart' Charles" "Audie 'Ruthless' Camus" "Bradburn 'Rigger' Blankley" "Reva 'Reaper' Cheek" "Rexford 'Sly' Fulton" "Martina 'Weasel' Branson" "Dainard 'The Fierce' Bartram" "Fannie 'Barbarian' Clemons" "Wharton 'Cross' Raven" 
				"Holly 'Foul' Clifford" "Brayden 'Insanity' Damien" "Sally 'Beastly' Bing" "Roxbert 'Hooked' Padley" "Kattie 'Keen' Buckley" "Raven 'Coxswain' Drachen" "Donnie 'The Witch' Hale" "Seymour 'Tormenting' Adlam" "Tennie 'Feral' Peddle" "Kent 'Ghostly' Keats" 
				"Lena 'Devil's Smile' Hallewell" "Orford 'Fuming' Pickering" "Eunice 'Twitching' Salvodore" "Reed 'Salty Dog' Driscoll" "Freida 'The Cruel' Jasper" "Rodman 'The Fox' Peyton" "Claudine 'Hooked' Salvodore" "Aldrich 'One Leg' Fromir" "Vina 'Hex' Sydney" "Safford 'The Sparrow' Earle" 
